time,rating,text,name,category,latitude,longitude,safety,cleanliness,infrastructure,nature,attractions,heritage,costs,other,created_at,id,lead_time,updated_at
1539170742940,5.0,I live at the Barclay Center season ticket holder to the Nets and whatever's going on I'm there.,Barclays Center,Arena||Sports complex,40.6826465,-73.97541559999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1578800644317,5.0,Beautiful church.,St. Patrick's Cathedral,Cathedral||Catholic church||Tourist attraction,40.7586117,-73.9761953,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,,,,
1553888056029,5.0,"They have shows all year round. Visited twice in June 2018 and in mid-March 2019. On June 27th, 2018 they had a rare show presented the Corpse Flower (titan arum). It takes a few years for this flower to fully grow before blooming and the rare view we watched was when it bloomed and died in 24 hours only. It was pretty amazing to watch (I added a picture). In mid March they had a beautiful Orchid Show in the big conservatory. They had many different types of orchids that were beautiful and unique. I enjoyed my visits there and took great photos!",New York Botanical Garden,Botanical garden||Educational institution||Garden||Museum||Tourist attraction||Wedding venue,40.8617054,-73.8806902,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1523452566585,1.0,I will not use your services again. What a disappointment,City Sightseeing New York,Sightseeing tour agency||Boat tour agency||Cruise line company||Tour operator||Tourist attraction,40.759682999999995,-74.00393799999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,negative,negative,,,,
1620007005252,5.0,Nice Park my like mouch,Flushing Meadows Corona Park,Park||Tourist attraction,40.7400275,-73.8406953,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive,,,,
1582726835903,5.0,Great for a day trip. It was a great picnic. One of my favorite places in New York.,Governors Island National Monument,Monument||Historical landmark||Tourist attraction,40.6919879,-74.01599499999999,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1559006261489,5.0,Listen to local jazz musicians and watch the people of the city walk by. Great atmosphere and much fewer tourists than in CP. Bring your food and have a relaxed lunch with everybody.,Washington Square Fountain,Tourist attraction,40.7308514,-73.9974311,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1532803931994,3.0,Always nice,City Hall Park,Park||City park||Tourist attraction,40.7124142,-74.0065164,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,,,,
1449427435342,5.0,"Fantastic brunch spot in Chelsea. The banana & nutella french toast is good, as is the Greek veggie omelette and the burger. But I really have to call out the ""Huck Fizz"" cocktail. It really is a great morning eye opener on a weekend! Dinner here is also good, but doesn't stand out the way brunch does.",Studio Kraut - Bohemian Bar & Kitchen,American restaurant||Art gallery||Bar||Bar & grill||Cocktail bar||Czech restaurant||Event venue||German restaurant||Lounge||Takeout Restaurant||Restaurant||Sports bar,40.7420462,-74.00051789999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1468778428761,5.0,I live a block away love it here.,Riverbank State Park,State park||Park||Tourist attraction,40.8264236,-73.9559555,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,,,,
1537031954241,5.0,It’s a little confusing when you first come here because the setting is not like a normal grocery stores. There are different sections aka different stores you can buy from. Some selection of typical grocery like veggies and eggs are quite repetitive throughout the market. But the prices and variety are awesome! There are specialty stores on the parameter of the market. There are also seatings for eating in if you wish.,Essex Market,Market||Produce market||Restaurant||Tourist attraction,40.7180004,-73.98819,notmentioned,notmentioned,neutral,notmentioned,positive,notmentioned,positive,neutral,,,,
1543629167151,5.0,A cool place. I really liked its architecture and design.,St. Patrick's Cathedral,Cathedral||Catholic church||Tourist attraction,40.7586117,-73.9761953,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,positive,,,,
1560801206288,4.0,Didn't get to walk up but awesome for pics,Vessel,Tourist attraction,40.7538073,-74.0021537,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1511232833681,5.0,A great park to take a peaceful walk with your pup,Alley Pond Park,Park||Barbecue area||Baseball field||Basketball court||Fishing pond||Football Field||Handball court||Soccer field||Tennis court||Tourist attraction,40.7423947,-73.73843409999999,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive,,,,
1612883089971,5.0,Shark Tank,New York Stock Exchange,Stock broker||Financial institution||Tourist attraction,40.706877,-74.0112654,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,,,,
1578538798548,5.0,My old neighborhood!,Washington Square Park,Park||Tourist attraction,40.7308838,-73.997332,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,,,,
1569504630167,5.0,A nice place. Saturdays are summer fairs.,Grand Army Plaza Greenmarket,Farmers' market,40.6725156,-73.9698234,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1545832996311,5.0,Best parking garage in the whole city. Easy to find and park. Perfect for leaving your car there while you ride the subway throughout the city.,LAZ Parking Battery Parking Garage,Parking garage,40.7071933,-74.01440509999999,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,positive,,,,
1606586165607,1.0,2 crowded no mask wearing,Atlantic Terminal Mall,Shopping mall,40.684568,-73.97697699999999,negative,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,negative,,,,
1561042722271,5.0,"Amazing! The Museum is on the USS Intrepid. The Museum includes a submarine, several jets, and the Enterprise space shuttle among other things.","Intrepid Sea, Air & Space Museum",Museum||Historical place||Historical landmark||Tourist attraction,40.7645266,-73.99960759999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,,,,
1592580747730,2.0,"A nice walk along the sand on the bay, is a great way to social distance. But i wish the city would clean the sand and water edge...Forgotten Space...",Canarsie Pier,Tourist attraction,40.6290784,-73.88490449999999,positive,negative,notmentioned,positive,notmentioned,notmentioned,notmentioned,neutral,,,,
1614049050660,3.0,"It is a very nice park, the bad thing is in the summer because there are many people doing barbecues and then they leave all the garbage and there is so much garbage that those who clean it is not enough to collect everything",Grant Park,Park||Tourist attraction,40.8369404,-73.91284329999999,positive,negative,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,,,,
1578880649274,3.0,Rich neighborhood,Prospect Park,Park||Tourist attraction,40.6602037,-73.9689558,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,,,,
1490498866719,5.0,* Its my favorite Subway in NY. Beauti! Always expect the NY Subway to be the most modern. They are not comparing them with Europe. Although this season is! But if they have WiFi service in all areas that makes it exceptional! Thank you. Understand how it is handled. It is a challenge but understanding the connections you can get to handle yourself excellent !. With your metrocard you can really move better than with a taxi,Fulton St,Subway station,40.709373,-74.0083258,positive,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive,positive,,,,
1613258453572,5.0,My place I go to mediate.,Captain Tilly Park,Park||Tourist attraction,40.7122695,-73.79899499999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,neutral,,,,
1570819180813,4.0,"We did not take this trip this time, in other years we have taken it, many times in the rainy season they put a transparent plastic roof that vibrates when traveling and prevents one from hearing the information, the same lady continues to describe. that's why the 4 stars",The Ride NYC,Tourist attraction||Bus tour agency||Entertainment agency||Performing arts theater||Sightseeing tour agency,40.757209499999995,-73.98933099999999,notmentioned,notmentioned,negative,notmentioned,notmentioned,notmentioned,neutral,negative,,,,
1566436352836,5.0,Black Vegan Fest,Weeksville Heritage Center,Heritage museum||Tourist attraction,40.673975299999995,-73.9252989,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1462406190149,5.0,Museum is really great. However information regarding accessible entrance should be included on web site.,New York Transit Museum,Museum||Gift shop||Non-profit organization||Rail museum||Tourist attraction,40.6903933,-73.98984,notmentioned,notmentioned,neutral,notmentioned,positive,positive,notmentioned,neutral,,,,
1562953600471,5.0,Amazing day out and chilled under the trees,Statue of Liberty National Monument,Historical landmark||Monument||National park||Tourist attraction,40.6892494,-74.04450039999999,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1545255128678,4.0,Impressive articles that are there. Too expensive everything. But beautiful.,The Museum Store,Museum||Tourist attraction,40.761686,-73.977336,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,negative,notmentioned,,,,
1528479770817,5.0,I drop off my granddaughter home,Railroad Park,Park||Tourist attraction,40.825050399999995,-73.9154215,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,neutral,,,,
1560784053276,4.0,Nice environment. Complex design,Vessel,Tourist attraction,40.7538073,-74.0021537,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive,,,,
1534697192160,3.0,The beach itself is ok but not great. Parking is $10 which is good. I would give 4 stars if the beach was a bit more clean as there can be garbage all over the place which could make it unpleasant,Jacob Riis Park,Park||Public beach||Tourist attraction,40.567069499999995,-73.8717702,neutral,negative,positive,notmentioned,notmentioned,notmentioned,positive,notmentioned,,,,
1548681370683,5.0,"Amazing area spanning distinct geographies with wooded and non-wooded trails, bluffs, and shoreline. Take your dog, take your bike, or just walk around. Plenty to discover for any nature lover.",Mount Loretto Unique Area,Nature preserve||Tourist attraction,40.5072787,-74.2180143,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive,,,,
1586201371365,5.0,Excellent View,Shore Road Park and Parkway,Park||Tourist attraction,40.6150368,-74.03878379999999,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,,,,
1517239732313,4.0,"plenty to see, war memorials, sculptures, seaglass....",The Battery,Park||Tourist attraction,40.703140999999995,-74.0159996,notmentioned,notmentioned,notmentioned,positive,positive,positive,notmentioned,positive,,,,
1449590365504,5.0,I get excited every time I go into Chelsea Market. There's always great events and amazing food options. I only discovered the place this year. I have so much exploring to do.,Chelsea Market,Shopping mall,40.7424509,-74.0059581,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1547204931646,5.0,The Bubble at Baker indoor practice facility is incredible. The new turf and high ceilings makes this a perfect practice space for any sport.,Columbia University Baker Athletics Complex,Sports complex||Stadium,40.872195999999995,-73.9161522,notmentioned,notmentioned,positive,notmentioned,positive,notmentioned,notmentioned,notmentioned,,,,
1568336183046,5.0,"Spectacular museum, if you are in New York it is worth a visit",Solomon R. Guggenheim Museum,Modern art museum||Art museum||Museum||Tourist attraction,40.7829796,-73.9589706,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,,,,
1564347928819,1.0,"So disappointed. The pool staff are rude, and their pool’s rules are so annoying. Stay away from this place.",Douglass and DeGraw Pool,Public swimming pool||Outdoor swimming pool||Swimming pool,40.6805598,-73.9858114,negative,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,negative,,,,
1574182284825,4.0,I loved the fact that there was a wide variety of animals to look at. The only problem was good. The chicken tenders weren't that good.,Bronx Zoo,Zoo||Tourist attraction,40.8505949,-73.8769982,notmentioned,notmentioned,notmentioned,positive,negative,notmentioned,notmentioned,notmentioned,,,,
1549827128162,5.0,I loved the place Worth visiting,The Loeb Boathouse,American restaurant||Bar||Brunch restaurant||Restaurant||Tourist attraction,40.7753313,-73.9687344,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1534876842329,4.0,"Green spaces, lakes, playgrounds, cycle paths, restaurants, smorgasburg, etc. Prospect Park is New York City's other park. It is to Brooklyn what Central Park is to Manhattan. That said, it's less maintained than Central Park, which earns it one star less. I also like it and do not fail to do it again whenever I have the opportunity, to visit or to enjoy the atmosphere of the smorgasburg.",Prospect Park,Park||Tourist attraction,40.6602037,-73.9689558,neutral,neutral,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1571015389887,4.0,"Booked a spot via SpotHero app. As soon as I pulled into the entrance, an employee frantically waved his hands while telling me ""we are full"". I told him that I already bought and paid for the spot and arrived on time, in which he asked me to pull in as close to the car in front of me. He issued me a ticket, asked me when I expect to leave, etc. No other issues occured after that.",Icon Parking,Parking garage||Parking lot,40.7594339,-73.99672679999999,negative,notmentioned,negative,notmentioned,notmentioned,notmentioned,notmentioned,neutral,,,,
1583548777160,5.0,L train can transfer to the B38 or B18. Wyckoff Hospital is one block away from either exits.,DeKalb Av,Subway station,40.7043202,-73.9192588,notmentioned,notmentioned,neutral,notmentioned,notmentioned,notmentioned,notmentioned,neutral,,,,
1567161436566,5.0,A real place for kids,Hershey's Chocolate World,Chocolate shop||Candy store||Tourist attraction,40.7593411,-73.9843095,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1556028888762,3.0,Alright parking in nyc,Gotham Parking,Parking garage,40.7623672,-73.99629209999999,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,,,,
1566876694908,5.0,Pictures speak for itself.,Manhattan Bridge,Bridge||Tourist attraction,40.7074959,-73.99077419999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,,,,
1492616381919,2.0,Too much people,Solomon R. Guggenheim Museum,Modern art museum||Art museum||Museum||Tourist attraction,40.7829796,-73.9589706,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,negative,,,,
1606580979116,4.0,"No holiday market this year bc of covid. Lots of local fresh baked items, produce, wine, etc. but that’s about it.",Union Square Holiday Market,Market||Event venue||Gift shop||Tourist attraction,40.735285399999995,-73.99077249999999,notmentioned,notmentioned,notmentioned,notmentioned,neutral,notmentioned,notmentioned,neutral,,,,
1440386841767,2.0,Could be much better,Bartlett Playground,Playground||Park,40.7009034,-73.9460655,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,negative,,,,
1602800799154,4.0,Great place...Free on certain days.there is a price on the extra activites. It does get crowded on the weekends.only downside during a pandemic.,Queens County Farm Museum,Farm||Cultural landmark||Museum||Tourist attraction,40.7474785,-73.7220059,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,neutral,neutral,,,,
1562633094258,4.0,It's ok,Roberto Clemente State Park,State park||Park||Tourist attraction,40.8539221,-73.9211543,neutral,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,neutral,,,,
1568220002132,4.0,"Shopping center and subway station, great place.",The Oculus,Shopping mall||Tourist attraction,40.711399,-74.0111462,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,positive,,,,
1572214367794,4.0,Too much to see in one visit,Bronx Zoo,Zoo||Tourist attraction,40.8505949,-73.8769982,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1580823517901,5.0,The kids love this mall,Metro Mall,Shopping mall,40.7104309,-73.8912254,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1570745257059,5.0,"History is alive here. Fantastic views, public bathrooms.",Castle Clinton National Monument,Monument||Historical place||Tourist attraction,40.7034401,-74.0168023,notmentioned,positive,notmentioned,positive,notmentioned,positive,notmentioned,positive,,,,
1551030424688,5.0,Nice park always filled with people especially in the summer...This is located in Chinatown bathroom are clean with toilet paper ..Police station is next across the street from park... Chinese people is nice as well and they always playing chest I like them alot thus park is dope and clean too.Always something to do no matter what time you visit....,Columbus Park,Park||Playground||Tourist attraction,40.7155353,-74.0000483,positive,positive,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1506490823824,5.0,Love it nice picnic areas. The overall scenery is beautiful. This is a very huge park,Parade Ground,Athletic park||Park||Playground||Tourist attraction,40.6514144,-73.9688658,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1547941957298,5.0,Worth a visit for John Lennon fans. There are always a lot of tourists in the area to see the building and the monument in honor of it in the park.,The Dakota,Apartment building||Historical place||Historical landmark,40.776525799999995,-73.9761408,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,neutral,,,,
1579823295020,4.0,Very beautiful with elevator and Wifi,72 St,Subway station,40.7686869,-73.9584429,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,positive,,,,
1603813511026,5.0,"Great playground. It has a cute music section where kids can make noises with a variety of percussion instruments. It also has 2 playground structures. One is is geared towards younger kids, and the other is bigger for upper elementary ages. The bigger structure can be used by younger kids with help. The slides are rather tall, and there is one particular element that would be very dangerous for the little ones on their own. It has a wood chips bottom, and there are no swings.",Fort Totten Playground,Playground,40.7939505,-73.7781171,positive,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,negative,,,,
1525929681731,5.0,BEAUTIFUL. Best place in NYC,Fort Tryon Park,Park||Tourist attraction,40.8625608,-73.9312995,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1563889031806,5.0,"Incredible experience for the entire family. We enjoyed all of the animal exhibits. Our favorite stops are to see the Brown Bears and Silverback Gorillas. If you want to see the large cats i.e., the lions, tigers, and leopards, go early when it is cooler.",Bronx Zoo,Zoo||Tourist attraction,40.8505949,-73.8769982,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1530389355297,3.0,"This is about the loft. Great place. Saw Bobby Harden and it was fantastic. My only complaint is their wine. Paid fifty bucks for their basement made no label Spring Street Pinot Noir. The wine was difficult to drink and I'm being nice. Way to young and almost tart. You'd think a place called ""CITY WINERY"" would offer a decent drinking wine. In the loft there is their wine and there is their wine. Stick to beer or cocktails and enjoy the music. The food in the loft tolerable at best. Sorry.... great night of music but that was it. I wondered why everyone around me was drinking cocktails but after a sip of their wine it was all clear to us......",City Winery,Restaurant||Bar||Event venue||Live music venue||Tourist attraction||Wine bar||Wine store,40.7261763,-74.0060287,notmentioned,notmentioned,neutral,notmentioned,positive,notmentioned,negative,positive,,,,
1479576195085,3.0,"Wide variety of things all in one place, Although you'll have to withstand the long lines.",The Shops at Bruckner,Shopping mall,40.8237656,-73.85926479999999,notmentioned,notmentioned,neutral,notmentioned,positive,notmentioned,neutral,negative,,,,
1571723726581,5.0,"Oh man. We went for my son's birthday, what we had so much fun. I felt like a kid again, we went in a sunday morning, it was like the whole place for our self. Super cool",Launch Trampoline Park Queens,Amusement center||Amusement park||Amusement park ride||Childrens club||Fitness center||Indoor playground||Playgroup||Theme park||Tourist attraction||Video arcade,40.6509909,-73.8381469,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1563971826107,5.0,Beautifull views of New York Harbor,Von Briesen Park,Park||Tourist attraction,40.6073536,-74.0597543,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,,,,
1431323861736,5.0,Wonderful place to stop before lunch,Central Park Zoo,Zoo||Tourist attraction,40.767778,-73.9718335,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1520530722433,5.0,WHEN I WAS IN THE THIRD GRADE WR WENT ON A SCHOOL TRIP. ITS NICE TO SHOW CHILDREN HISTORY.,Historic Richmond Town,Historical society||History museum||Museum||Tourist attraction,40.5709205,-74.1456038,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,,,,
1539234877466,5.0,Great nature.,Seaside Wildlife Nature Park,Park||Nature preserve||Playground||Tourist attraction,40.5401773,-74.14303269999999,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,,,,
1517690228257,5.0,Beautiful textile patches!,Berry Campbell,Art gallery,40.7488193,-74.0052789,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,,,,
1609037739223,2.0,"Dec 2020. Timed entry is meaningless. The rink is extremely crowded & it is impossible to socially distance, especially in the skate rental/locker area. Inadequate guards on the ice plainly evident by sheer number of skaters staring at their phones or recording videos out on the ice (in the past I’ve seen staff quick to stop this). Many people not wearing masks, including some staff (!) and it’s impossible to get away from their breath - you can see it in the cold air and there’s just not enough space. On top of that there are too many dangerous, daredevil skaters who are not reined in by staff. On my most recent visit I witnessed a woman totally plowed into and head smashed on the ice. She was taken away by EMS. The young man who did it was asked to leave, but his friends didn’t learn or didn’t care, and just kept the antics going. Not 10 min later a family with a young child was next, slammed against the wall like bowling pins when the offender lost his balance and went flying. I don’t think I will be visiting again unless it’s under new management or a private party.",LeFrak Center at Lakeside Prospect Park Brooklyn,Ice skating rink||Bicycle rental service||Boat rental service||Ice skating instructor||Roller skating rink||Tourist attraction,40.6572752,-73.9641611,negative,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,negative,,,,
1575913876045,5.0,"What a fantastic experience this trip was! We had Troy the driver and Troy the horse, both were very kind and accommodating. Nothing was too much trouble and our driver took some fantastic photos of us. He was patient and as it had been snowing and was icy always took my hand to help me in and out of the carriage. Would recommend 100% and would love to do another ride in the summer and would definitely book with this company. They made it such an easy process, and helped us change the date as the weather on the day we had booked was particularly nasty. Fantastic memories and definitely one of the highlights of NY!",NYC Horse Carriage Rides™ EST.1979,Carriage ride service||Sightseeing tour agency||Tour operator||Tourist attraction,40.7671572,-73.9788542,positive,notmentioned,positive,positive,positive,notmentioned,notmentioned,positive,,,,
1604699925301,1.0,Awful,Randall's Island Park,Park||Tourist attraction,40.795812999999995,-73.922517,negative,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,,,,
1563609824218,4.0,"Nice small zoo . Love the petting zoo , perfect for kids",Queens Zoo,Zoo||Tourist attraction,40.7439678,-73.84924579999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1541884133759,5.0,Clever structure in the available space,Flatiron Building,Building||Historical place||Tourist attraction,40.7410605,-73.9896986,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,positive,,,,
1563133402982,5.0,"Loved the place. Fun place for kids, or a little couples date.",Ripley's Believe It or Not! Times Square,Tourist attraction||Amusement center||Art museum||Modern art museum||Museum,40.7565399,-73.98867709999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1424356571203,5.0,It is a very beautful place breath taking where one can find a place the time and enjoy nature,Prospect Park,Park||Tourist attraction,40.6602037,-73.9689558,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1532013555665,5.0,"Lots to see, great fun",Bronx Zoo,Zoo||Tourist attraction,40.8505949,-73.8769982,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1528565788069,5.0,Love all the nationalities!,Liberty Park,Park||Tourist attraction,40.710440299999995,-74.01385119999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,,,,
1514496242554,4.0,"Parking is a bit expensive, but they have a bunch of stores and some bubble tea to keep me entertained for a couple of hours",The Shops at SkyView Center,Shopping mall||Restaurant,40.7572609,-73.8356116,notmentioned,notmentioned,negative,notmentioned,positive,notmentioned,negative,positive,,,,
1534773204925,4.0,Good pizza,River Plaza,Shopping mall,40.8730677,-73.9083538,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,,,,
1574526801096,4.0,One stop shopping,Atlantic Terminal Mall,Shopping mall,40.684568,-73.97697699999999,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,positive,,,,
1454514218397,4.0,Really cool building in nice area with lots to do.,Flatiron Building,Building||Historical place||Tourist attraction,40.7410605,-73.9896986,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,positive,,,,
1538266123770,4.0,It is good park for walking and relaxing at the same time.,The Battery,Park||Tourist attraction,40.703140999999995,-74.0159996,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,,,,
1513816743733,5.0,Beautiful view and peaceful place,Oakland Lake,Park||Tourist attraction,40.7580912,-73.7601813,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive,,,,
1566818378785,5.0,It's was very nice.and.the bathroom was soo clean thanks to the.staff,Cunningham Park,Park||Baseball field||Basketball court||Football Field||Playground||Tennis court||Tourist attraction,40.7291208,-73.7742339,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,,,,
1579552030184,5.0,"Very good museum, the only one where you can get into a concorde, a submarine launcher and an aircraft carrier.","Intrepid Sea, Air & Space Museum",Museum||Historical place||Historical landmark||Tourist attraction,40.7645266,-73.99960759999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,,,,
1492650022593,2.0,The day I visited was not open all the rooms and the price charged was U $ 18.00 I thought it was expensive and there were no works worth the amount paid! It was on 4/15/2017.,New Museum,Art museum||Tourist attraction,40.7223376,-73.9928905,negative,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,negative,notmentioned,,,,
1545356514555,5.0,Cheap purchases in nyc,Soho mall,Shopping mall,40.7201939,-73.99683379999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,,,,
1555672489552,5.0,Another nice and big space playground for my kids. It's special for us with it's unusual play equipments.,Gravesend Park,Park||Baseball field||Basketball court||Handball court||Playground||Tourist attraction,40.6234499,-73.98428849999999,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1568410457639,5.0,Very long walking path. Great spots along the route for get togethers with family and friends. Baseball fields and plenty of parking as well.,Kings Point Park,Park||Tourist attraction,40.8141967,-73.7492567,notmentioned,notmentioned,positive,positive,positive,notmentioned,notmentioned,positive,,,,
1583542901331,5.0,Variety of shops and offers,Queens Center,Shopping mall||Clothing store||Restaurant,40.734483399999995,-73.8696793,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1531080190987,4.0,"Nice park, but better for older kids",Diana Ross Playground,Playground||Tourist attraction,40.7822731,-73.97097339999999,notmentioned,notmentioned,notmentioned,positive,neutral,notmentioned,notmentioned,neutral,,,,
1577556918847,4.0,"So many people, but food is worth it",Chelsea Market,Shopping mall,40.7424509,-74.0059581,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,positive,neutral,,,,
1535733242487,5.0,Saw the solar eclipse here and the communal aspect of the park is great. Usually live music going on as well,Tompkins Square Park,City park||Basketball court||Dog park||Handball court||Park||Playground||Public swimming pool,40.726429499999995,-73.9817841,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1565030105820,4.0,Huge church,The Riverside Church,Church||Attraction||Entertainment and recreation||Tourist attraction,40.8118401,-73.9631244,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,,,,
1605564366622,1.0,Don't recommend anyone taking there dog at pet supply plus to get groomed they are not trained very well,Linden Center,Shopping mall,40.6714498,-73.856524,negative,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,negative,,,,
1506570806717,4.0,Excellent place to bring family,Bronx Zoo,Zoo||Tourist attraction,40.8505949,-73.8769982,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1555168662789,4.0,One of best park around here!,Flushing Meadows Corona Park,Park||Tourist attraction,40.7400275,-73.8406953,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,,,,
1561035861106,5.0,It is unique the views are impressive,Columbus Circle,Historical landmark,40.7680797,-73.9818957,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,,,,
