text,safety,cleanliness
It is attracting a lot of visitors. Very nice architecture. Statue of Liberty is the highlight of the US,None,None
Great place to catch a view of the city...fun place for family. Bike rentals and kids place grounds. Plus one gets to learn a bit of American history.,None,None
Mini Berger King located inside gas station convenience store. Store is well stock bite / drink on the go.,Positive,Positive
I love walking through the market,None,None
Always the cheapest gas around,None,None
Where they have the best price here in the Bronx is not self-service plus they accept the card without having to pay more. It says: Cash or Credit Car SAME PRICE. New York state inspection can be done.,None,None
Crowded with lines and the locker set up is a bit annoying(it was a Saturday though). Other than that the kids had a good time.,None,None
"Seriously one of the best public works projects in NYC in years, parking, paved and gravel paths, benches, umbrellas, bathroom (temp but clean) and many other features. Great for cycling.",Positive,Positive
"Good place for some down time,",None,None
Great gas prices.. had to fill her up,None,None
"There is something awe inspiring about seeing such a storied part of the US history in person. Even if you do not get a chance to tour inside the statue, the ferry ride to the island is worth it. Plan ahead as the lines to the ferry can get VERY long later in the day.",None,None
Historical place pretty nice a one time only visit consider to spend 4 hours minimum,None,None
"I went on a Friday night with a large group of 4 families. My first initial thought was ""Why is there alot of teeanagers"". Teen night is Sat and Sun not Fri. The music that was provided by the live DJ was a great mixture. There are chairs on the 2nd fl. above for parents to sit and watch. After we saw how many big kids were 3 of the parents from the group paid to jump.",None,None
I grew up in this area and the upgrades over the years are outstanding,Positive,Positive
"Nice park at a beautiful location. Great views. One can go for jogging, biking or even kayaking.",None,None
Totally rude customer service 02/17/2020 night shift both employees,Negative,Negative
On unforgettable moment we just have New Village Music Festival. Great shows and sound system. Bathrooms were available all the time. Art all over..Happy entire families gathering all over the park. Long live Tompkins Square Park.,Positive,Positive
"This is a beautiful National Park and a unique place in NYC. We would definitely recommend visiting this island and location as it is very special. It was a true surprise to see how beautiful the location and park is and how good the restaurants and the facilities are in terms of quality, organization and cleanliness. The views of Manhattan and of the statue of liberty and NYC harbor are amazing and priceless. It takes about 5 minutes to get to the island on a ferry and the cost is one of the best deals in NYC as it is very cheap. This is a true gem and jewel in NYC. Congratulations to the organizers and to the employees who make this island such a special place.",Positive,Positive
"The park has changed alot, and not for the worst, great running track and good kiddy park.",Positive,Positive
Favorite hike in la. Parking can be tough but I love that dogs can be off leash and the main trails are nice and wide. I love seeing all the happy dogs enjoying their day and being outside with their owners. It's a nice central spot to meet up with friends to hike too all around la.,None,None
I came into the 7/11 and immediately felt welcomed. Nora and Roseanna especially were extremely helpful and proved proper customer service. Never got treated this way at any other 7/11 around this area. I love Roseanna she is a pure sweet heart. This place is lucky to have her . PROMOTION RECOMMENDED FOR ROSEANNA!,Positive,Positive
Very nice .... but the station a bit dirty and old,Negative,Negative
Lock your car when you pump your gas!,Negative,Negative
Love that place! Used to Go all the time for walks and exercise. Feels like you are out of town.,Positive,Positive
More than once ive been there and the guy behind the counter has no grasp of the English language. The had to call the manager over for simple change. I am all for teaching people a profession but they just throw them to the wolves. Its frustrating for him snd I'm sure the counterguy also.,None,None
Food is HORRIBLE! I spit out my first bite of the grilled chicken sandwich. Couldn’t even eat it. Statue itself is beautiful. Just don’t plan on eating there.,None,None
Great place for everyone and their family,Positive,Positive
Unorganized maybe in the summer its better,Negative,Negative
"It is a beautiful location, beautiful home, becoming trendy.",None,None
Gas Attendants are awesome. The Morning guy with the cowboy hat is awesome. The evening guy is cool. Always a good experience getting gas here. The new BP reward system isn't that great .,Positive,Positive
Just an average park in a large city.,None,None
Awesome experience real quick service,None,None
Nice place to sit and think. Great view of the water. Catch a glimpse of the helicopters.,None,None
"Love this park. It's like a mini Central Park. Beautiful trees , little lake, tennis courts, baseball field , huge circle to bike/ walk/ rollerblade around. Behind the park is a bicycle racetrack as well. Lots of space. Playgrounds.",Positive,Positive
OUT STANDING THE BEST FOR YOUR MONEY,Positive,Positive
She's the reason for peace and love I'm going to go to the statue soon because I heard wonderful things about her.,None,None
Good times for the kids,None,None
I work there. It's a beautiful place.,Positive,Positive
I grew up going to this park and I have to say its looking great and upper highland park as well . I hope around they clear out some trees and bushes .the pond was beautiful site to see while juggling back in the days .. I really appreciate if they can make it open to see others on the other side of the pond enjoy the views.,Positive,Positive
I LOOKED A GOOD PLACE TO WALK WITH THE FAMILY,Positive,Positive
Super cute place! A lot to do here!,None,None
A great park to take a walk.,Positive,Positive
Great park to spend time at theres a New skate park if your in to that,None,None
Great selection with knowledgeable staff. Their prices are also better than other places. They have a small parking lot also if you're able to drive there.,None,None
A park with a lot to do,None,None
Very friendly and accommodating. Excellent service quick.,None,None
"I Enjoy the music, musical shows, & there Amazing landscaping",None,None
"Lower priced gasoline when compared to nearby gas stations. However, you must be a Costco cardholder/member. Also, there is no cash accepted, and you can only pay with a Visa card.",None,None
What can I say home is home,None,None
Big park and really pleasant place for a walk and relax.,Positive,Positive
We play cricket right next to this Park,None,None
This is a great community park. My daughter learned to swim and ice skate here and she's attended the summer camp. I love to walk or jog around the track. There are many inexpensive classes for adults and children. It's usually quiet and clean. There are no dogs. Besides they have their own park nearby. It's a great family park.,Positive,Positive
"a huge place, with a great variety of products and shops where you can find everything.",None,None
"This is our first escape room and went as a group of 9. It was a blast, the room was difficult but the staff will pop in and sort of give a nudge in the right direction. We tried the Lost Spy room and will likely try the others out. Highly recommend this place.",None,None
"Great selection, prices and parking lot. Food is very fresh.",None,None
OMG just BEAUTIFUL. An feeling than you wouldn't understand until actually being there.♡,None,None
"Beautiful, has a children's park,. Track, picnic area,. Field and benches, although the mist important thing is missing (restrooms).",Positive,Negative
The coaches really care about the kids and the coach always keeps it clean when they supposed to have people to do that,Positive,Positive
Its beautiful. At softball games Grass and restrooms clean.,Positive,Positive
It was very good I would definitely recommend this please to somebody else,Positive,Positive
Kaiser park houses the Coney Island Sharks football team. Many great activities for the children here,Positive,Positive
Huge park with a great terrain,None,Positive
One of the best things I have ever done. To stand on the island looking up at something that represents so much is breathtaking,None,None
Very good parking and nice stuff!! I recommend it! :),Positive,Positive
Loads of fun with kids!,None,None
Pretty and peaceful. Nice place to walk and feed ducks at the pond.,Positive,Positive
Very good place to rest and eat something quiet,Positive,Positive
Gas wasn't the best had alot of hiccups going south I-95 and even with Holiday traffic.,None,Negative
Closed when I needed it!,Negative,Negative
Very nice and clean. Workers are very friendly.,Positive,Positive
Love the atmosphere. Guy behind the counter was super chill and knowledgeable also has such a crazy setup for his heelflips. Anyways fair prices and we need to support local skate shops. Come for the gear stay for the ramps and the vibes.,None,None
"Beautiful place, I like be here",Positive,Positive
I love this place because I love the chips and the smoothies and the iced coffee and mommy got me a nachos for you and mommy,None,None
Nice theme park with good attractions,Positive,Positive
Decent gas station and respectful cashier,Positive,Positive
Always professional and always quick service to and from airport. I don’t travel that often- maybe once or twice a year - but have been using them for years. And at both locations- I am happy to see them grow. If they open one in Newark I would never use any other company.,Positive,Positive
I love it! It's a must see in New York.,None,None
I can relate. It's part of my heritage.,None,None
"Just missed my flight thanks to the extra 20 minute delay caused by smart park jfk. One employee checking in cars, checking bookings, and driving the shuttle. Thank You",Negative,Negative
"Unorganized and don’t recommend Reservation made for 6:30, but when we enter they say we have to wait a long line and we had to choice to wait in car until they called us. Only to figure out when we come back since we didn’t receive a call, that the staff in the front gave up and just made everyone wait on a line that anyone can join. Staff was also really rude and had an attitude toward everyone.",Negative,Negative
I went during the Halloween Event. Wow its a must see place. It has many variety of stores and i love the grass in between the buildings. You can still down and relax. It also has tables and chairs.,None,None
Need more bathrooms but otherwise nice park the lady who was cleaning the bathroom made sure it was clean and running smoothly,Positive,Positive
"The park is fine but it’s impossible to ever get to use it because whoever maintains the access ramp and sidewalks dumps so much rock salt down all winter long (even when it’s dry and warm) that it’s impossible to get your dog through, even with boots. My dog is too big to carry. Every time we’ve tried to access this park from December-March we’ve had to turn back. Super annoying.",Negative,Negative
A lot of roads are closed to visitors.,Negative,Negative
Worth visiting... Bring single dollar bills for lockers as backpacks aren’t allowed. Strongly recommend purchasing tickets online for shorter lines to board with Statue Cruises.,Positive,Positive
Mist see if you’re in Brooklyn,None,None
Credit and debit the same price ....,None,None
Convenient & same price cash & credit,None,None
I love walking my dog here and catching the soccer games. The parade grounds are extremely well kept.,Positive,Positive
Not the best maintained place but lots of area to play,Negative,Negative
"Awesome size, plenty of room for dogs to run.",Positive,Positive
"Riverbank State Park has two pools. An indoor 50 meter pool and an outdoor 25 yard pool. The indoor pool is configured for long course from 6:30 to 8:15 am. Afterward the bulkhead is placed at 25 yards. The water is clean. The water temperature is on the warm side: 80 to 81 degrees. This is a good pool for lap swimming. Locker rooms are what you would expect to find in a public pool. One buys a pass from the ticket counter near the ice skating rink. Depending on age, it costs $1 or $2 a swim. There is street parking. There is no parking at the complex.",Positive,Positive
Alicante Alexis taxis. A very moving place,None,None
"Amazing place, never thought to visit it but I had the chance!",None,None
"Deceptive, uses 3rd park booking site which takes deposit but Bolt takes no responsibility, then charges more!!! Bolt Deceptive!!",Negative,Negative
"Not the expected result at a car wash. See picture... in last 12 years, this is the worst wash service I've had. - entire rear was full of white foam, I waited to see if they'd clean it but it was Terrible. The foam was inside door and trunk gaps, they didn't bother opening trunk to clean or check until I asked. - the top of the vehicle was not even attempted to be wiped, there was foam all over - when I complained to one guy cleaning, he said it's not soap, it's bubbles from the soap - serious? - complained to manager - he said it's wax. Great! Why is it all over and why are you guys not cleaning it properly?",Negative,Negative
I am so happy to be there because it's very much beautiful places,None,None
"Decent service, terrible customer service. Was quoted one rate when I reserved the parking online and when I went to pay it was higher. Showed the cashier the print out, and she couldn't tell me why there was a difference and charged me the higher rate. Her only answer was that online it is an ""Estimated Rate"" I didn't think an estimate would be a $20 difference in a four day parking reservation. It's false advertising, the same thing happened to the women checking out next to me. Also, I called for pickup, was put on hold twice, then was disconnected, I had to call back after sitting on the phone for 5 mins in order to get picked up. I used Avistar all the time but I'm hesitant to go back now that its the Parking Spot",None,None
Nice part around the neighbourhood! Will recommend,Positive,Positive
Loved it here great service my boys absolutely love it here India was very sweet and very helpful!!,Positive,Positive
Very poor service and un professional.. At nigth .,Negative,Negative
"Iconic site. The island is great, and the climb inside the monument to the Crown is well worth it for the fit! Need to book well in advance.",None,None
It was great to visit this place finally,None,None
"First time @skyzone plus during a weekend and it was still a very cool ambiance! I highly recommend doing your waiver before hand that can add an extra 15 minutes to being able to purchase your entrance fee; waiver stations are available but they do get held up. There is a locker fee for the 1st hour is a 3.00 charge and every half hour and additional fee . All the trampoline stations were well supervised by an employee . The food stand however is very slow, slower than slow.",Positive,Negative
"It is good and clean ,but too many teenagers smoking weed and hookah",Positive,Negative
"The experience of actually getting up close to this iconic landmark is hard to explain. You get a sense of awe thinking about how many have seen her from ships -- either coming to America as immigrants or leaving our shores as soldiers. The crown tour books very far in advance but you can often get pedestal tickets easier depending on the time of year. If you can, go for it. We did just the pedestal and there is plenty to see in there about the design and building of the statue, plus it's nice to get higher up for the view of the harbor and to see the statue even closer than from the ground. There's a new museum being built, which means you'll get to see a lot of the history and memorabilia even if you can't snag a pedestal ticket, which is a great idea. Watch for it to open in 2019.",None,None
"It's a very beautiful place, and a great place.",Positive,Positive
Wow I don't know how much they are going.,None,None
"Too expensive Too short rides Bad technical conditions The roller-coasters aren't good, except the southern eagle, witch is cool but uncomfortable",Negative,Negative
Small old time repair shop where you can still get the guys to pump gas for you so you don't get your hands dirty.,Positive,Positive
"Found them due to their AAA roadside services. Started using them after warranty expired on one car. They have proven their honesty on a number of service needs. Do good reliable work. Fair pricing, no games. Jeff or Joe are both great to deal with. Moderate gas price as well.",None,None
"One of NYCs hidden gems. Coolest park, hands down.",None,None
"I was looking for kosher, excellent wine, I found there, for $ 44, awesome wine. I liked the store very much, there is a parking lot. The choice is huge, I didn’t even know that there is a cognac for $ 5,000, and there stands on the shop window. You can be stunned.",None,None
It is a pretty big carousel and decently priced. My daughter loved it. We have to go back.,None,None
"Everything is great, the lemonade is good except for the food stand. Horrible service, horrible food",Negative,Negative
Cozy little park in a not so good neighborhood,Negative,Negative
"The playground is not sanitary for kids. Baseball fiend is a cross and baseball flew into playground. The park need maintenece done asap. Alot of locals walking, jogging, bbq,BBQ, and kids in the sprinklers having a good time. Just not the best park to bring you kids to have fun. The water view is nice but don't dip your toes in the water looks contaminated and saw foam at the brim of the water.",Negative,Negative
Grew up bmxing here. Riding my whole life #mullalygoons,None,None
Loads of rides for all ages. Fireworks on fridays at 9pm. If you have great grades you can get free rides.,None,None
Some drunk people hanging around,Negative,Negative
My children had a ball @ there birthday party!,None,None
This park is fabulous it is amazing if you want to let your dog loose run around. Is your dog full of energy and enthusiasm and not ready for bed this park will let your dog run around free and breathe let out his energy. Are you tired of taking your dog for a walk just come to Cunningham dog park a let your dog run free! Yay!!!! Are you excited go to day!! Right now !!!! Whenever you would like !!!!!! any dog is welcomed! Cone today free of charge!!! 100% free yah they got your back with a new puppy !!!!!!! Yay!!!!!wow!!!!!!! !!!!!!!!!! !!!!!!! !!!!!!!!!!!!! !!!!! ^_^,None,None
Its a big park good for kids,Positive,Positive
"Coffee!!! on the go, I can run in, park and be out in 10 min-Love the fresh coffee made all day. The perks on the app are also good.Download it for buy1.get one gum free chips, etc. Staff is great and helpful, they always get me my marshmallows for my cappuccino. The machines don't leak-which is a plus! Ah. and don't forget play lotto!",Positive,Positive
Amazing view on 52nd floor.,None,None
Excellent park with full of surprises.,None,None
All expire candy bar stuff.. gas prices too high,Negative,Negative
"Great dog park lots of dogs to play ,:-)",None,None
Love it. A wonderful history of New York and America. Highly recommend it.,None,None
"Very efficient, friendly and well run. It's especially difficult for them due to all the construction at LGA, but they handle it with professionalism and courtesy.",Positive,Positive
So glad they are opened,None,None
Such a nice park. Very clean. Perfect for relaxing. It's not so crowded and you feel really comfortable to be on your own.,Positive,Positive
The air hose is broken. The people inside say it’s not theirs but they should Atleast let people know it’s broken when someone lets them know it’s not working. Instead they brush it off and blame the air box owners. If you know it’s broken tell people it’s broken. Why even bother not letting people know instead give a warning “if you have problem with it it’s not our responsibility”.,Negative,Negative
100% worth your time and money! Would suggest going on the first tour time of the day- we didn’t have to wait in lines like some of the others say they did.,Positive,Positive
Everbody there farts and has gas. Hey lol it's a gas station. Good location on the corner easy in and easy out.,None,Negative
Happy place n time there,Positive,Positive
Wonderful place for family and friends events!,Positive,Positive
Ferry was nice and the statue was great but winter is probably not the right time to visit because of the strong winds there,None,Negative
This review isn't actually for Luna arcade. It's for the antique shop across the street. It's straight out of a movie..... Kind of like the antique store in Gremlins.,None,None
"Big, clean, organized & many choices.",Positive,Positive
There is great market. Nice restaurants.,None,None
The gas station intendant is unprofessional and rude to clients - he has attitudes and give some bad look that make you feel uncomfortable. Very disappointed by this gas station.,Negative,Negative
"Entire staff was friendly and provided swift professional service, bus experience was quick, clean and polite driver. I commute from NJ so making this part of my travel easy, less expensive than other options and convenient is greatly appreciated.",Positive,Positive
"There is a small dog area and a larger dog area...The park itself is kind of small for the amount of dogs and owners that go here. Space fills up quickly to an almost uncomfortable level. Make sure your dog is trained well. Overheard a-lot of growls, barks and yelps one more than a few visits. Also the entire place is cemented with a big hill in the middle of it. Watch your puppies paws for scrapes and cracking from running and sometimes falling down the hill. The creator of the run should have made the entire area for large dogs and another barely used area around the park for the smaller dogs.",Negative,Negative
I wish that this wasn't true but the late night guy is so sad. He told me his name was Islam after refusing 2 valid IDs with second forms of credit cards. Been coming here for 6 years but never again 7/11 is a terrible company for NYC deli culture #nevery7/11,Negative,Negative
"I've had several issues with this store ordering through the app. Initially it was with the substitutions, which climaxed with being sent Heineken zero instead of stella. But tonight I placed an order which they accepted, confirmed was together, and said they were waiting on a driver. The driver called me and said he was waiting for 30 mins and the store wouldn't give him the order. They canceled the order while I was on the phone with customer support (for the third time), and I was suggested to place the order again. I did, and waited another 30 minutes with it not moving forward on the app. So after another 20 mins on the phone with support, I got my second refund processed, and my complaint escalated. Bottom line, if you live in south Brooklyn, don't even bother, as this store is utterly incompetent and you are almost guaranteed to be disappointed.",Negative,Negative
"Amazing visit this place! Honestly, I thought the statue was greater. The ride is worth it in itself. We need to take the boat and if you have the city pass, it's cheaper.",None,None
Liberty Island is best known as the location of the Statue of Liberty. The island is a great place to watch the beautiful skyline of Manhattan. There are ferries from Battery Park and Liberty State Park. It's best to wear comfortable shoes and clothing according to the weather. The island is a great place to relax and enjoy your day.,None,None
I love to walk thru Washington Bridge,None,None
"The Statue of Liberty is A world-famous symbol of freedom, given in 1886 by France to the United States in celebration of friendship. Nearby Ellis Island was the first stop for millions of immigrants to the U.S. in the late 19th and early 20th centuries. The national monument recalls this period of massive immigration to the United States. Inside the statue, a plaque is engraved with words from ""The New Colossus"", an 1883 poem by Emma Lazarus: “Give me your tired, your poor, Your huddled masses yearning to breathe free, The wretched refuse of your teeming shore. Send these, the homeless, tempest-tossed to me, I lift my lamp beside the golden door!”",None,None
Great place to be if you're a photographer or an artist. Cool spot to sit and absorb NYC energy.,None,None
Nice place but too many %÷%€_. Add as you see fit.,Negative,Negative
Nice place to visit. Has a carousel for the kids. It also has a big lake and bathrooms,Positive,Positive
It doesn't have a double gate at the entrance so whenever anyone is coming in or out there's a chance a dog will dash out.,Negative,None
Music is good. Drink min 25 per person. Hookahs great Looks like they redoing the place love the glow paint.,None,None
Lots of people having fun.,None,None
April 16th .I pick my car up and see that my front bumper is missing on my jeep. Someone stole my front bumper in the 4 days it was parked in this so called safe lot.,Negative,Negative
"Better than I imagined, I fell in love with you her.",None,None
Beautiful important piece of American history.,None,None
"good for a little itch, but rides are small.",None,None
Very clean gas station and prices are very low across from shell station.,Positive,Positive
The employees are rude... busy talking on phone... BOLLA management the worst Bolla Gas station I have been...,Negative,Negative
Unhelpful low on gas couldnt use the Atm (out of order) the cashier couldn't even take the payment at the register only cash,Negative,Negative
Absolutely beautiful. Great hiking paths.,None,None
Good atmosphere to spend a few hours,Positive,Positive
This park is a cute oasis for the little one's. It's clean and all the playground equipment is functional.,Positive,Positive
"2nd visit and the kids want to go back again ! Great fun , not to crowded and reasonable price , the only problem is that there is no where to hide from the sun",Positive,Positive
The city needs to help people and stop acting like nyc doesn't not have a problem to take care of,Negative,Negative
"This park has got everything basketball, soccer, tennis. And the second oldest house in the Bronx.",None,None
From here you can appreciate one of the best views of Manhattan.,None,None
I don’t have a car but I stop in for snacks and drinks pretty often and the guys are always nice. Small but clean store and seems well run,Positive,Positive
What a great building. Easily accessible by multiple subway line and the best is the exit from the train station leaves you right by the front door protected from the weather conditions.,Positive,Positive
Cost effective and a great time,None,None
"Apart from benches to sit down and enjoy the view, there.is a children's swing and play area and sand pit.",None,None
Gas was cheaper than other stations. But lots of people,None,None
Boat trip on the day in Feb was not that crowded and weather was fantastic. The queues for security were also very well handled and reasonable wait for the added piece of mind. The island itself was nice a clean and the trip through the statue was really worth the trip. Great views even though we didn't get the tickets for the torch I am not sure we missed must if I was honest.,Positive,Positive
Of course you need to go and see Lady Liberty. I highly recommend being on the first ferry in the morning and beating the crowd.,None,None
Best price. Learn to avoid the long lines on weekends. Go early!,None,None
All Must visit this LIBERTY STATUE once in our life .. Amazing,None,None
Love this place clean well groomed people ate nice...,Positive,Positive
very nice part but right now the park is under construction the only part that's open to the public right now is the general Park which is nice to sit around with the kids maybe have a little picnic and the basketball courts in the workout courts are open,None,Positive
Quiet with a few places to sit down,None,None
Wow great ride to there. Make sure to get a ticket before hand. And ask them to give the ticket to go inside the statue. I didn't know it earlier and I couldn't go inside the statue because it was not written in my ticket. There is no place inside the statue park to buy the ticket again. So clarify all the questions before getting in to the ferry.,None,None
"The place is beautiful, economical and you can enjoy cycling and take the free bus when you arrive at Roosevelt Island",None,None
"There is an orchestra performing in the park. After listening to a concert, it was quite worth it",None,None
The Pumpkin display was awesome.,None,None
No bikes are allowed. And it looks like a fun skatepark.,None,Positive
"Do you like being harassed by people asking for donations? Then I've got the place for you. Also the garbage pile along the east side of the park gets my vote for smelliest spot in Manhattan. 3 stars for the market, dog park, and squirrels.",Negative,Negative
A beautiful place i come everyday,Positive,Positive
Convenient at least for me,None,None
Usually has the cheapest gas compared to other Mobil's nearby!,None,None
Great experience and very convenient and hassle free. No need to beg a relative or friend for a ride to and from the airport with this service.,Positive,Positive
Great place for big and small dogs,None,None
"Peaceful, a very diservd space for the dogs, also there is a water fountain for them. Not to many places respect the space that dogs should have every where so we like going where we feel welcome",Positive,Positive
"Stay away from the air pumps. They look like they work, but they don't! Swipe your credit card, take your money for nothing!",Negative,Negative
"Nice waterfront location for walks, biking, running, picnics, and playing sports. Bathrooms are only at the upper level.",Positive,Positive
Pretty historic and amazing experience to witness in person,None,None
1st time visiting this place. It is really nice. Lived in NY for 27 year before I moved. I never saw a place like this. Great job.,Positive,Positive
A wonderful place to visit. A bit of Ireland in the middle of Wall Street.,None,None
"I recommend a visit to the Statue of Liberty, New York - USA masterpiece of the human spirit . Remarkable flame of light . Marvelous .",None,None
A classic! A little overrun but fun still.,None,None
Perfect place to take family and friends.,Positive,Positive
A must visit in a summer day.,None,None
"Before boarding, an airport search is carried out. Once on the island, beautiful photos of the statue but also of Manhattan and Ellis island. The prices of the souvenirs are up to the beauty of the site, high. The rest takes place on Ellis Island. Good visit",None,None
"This place has employees that shouldn't be working there today August 12, 2018, Around 10:46 am, I went over to perches a coffee and 2 Banana Pound cakes That were label 2 for $1.00, When I went to the register the employee that was there on the Register What's adding everything so I can pay I ax them how much did you charge me for their cakes he tells me 75 cents each I tell him why when it is 2 for a dollar and I am by in 2 of them he tells me does the price 75 cents each I told him that's not the price look what it said on the label of the cake he tells me No that's not the price and anyway I'm not the owner so I don't care how can an employee say he don't care when this is his job it's a shame that the owners don't see what kind of employees he has working in his store this place has to be reported they also selling a expired vitamins and a lots of expire things there they got station needs to be inspected Amediately. Cause someone can get sick a child or an elderly that really Don't check expirations dates on items. They also leave the milk out of the refrigerator with out any ice on it. People must watch it in this place. I will make sure that my people's never buy there again. Thumbs down for this place this place don't desert stars or Thumbs up. I will be following a complaint as well cause I took pictures of the cake this morning. Employee behind the registers said he don't care he said.",Negative,Negative
"I said I want to add a number, he always said I added a number 6. Then my gas was someone else took away, saying that it was my fault, not even after the close again. Junk shop",None,Negative
Good prices. Very convenient. Also car wash.,None,None
Beautiful place mui quiet mui clean I can say more this cool super nice,Positive,Positive
Really enjoyed watching my kids have fun.!!,None,None
"The Parking Spot is ""Spot-acular""!",Positive,Positive
"4 superchargers charge at 72kwh. Parking spaces are a little tight. Nice and quiet, helpful attendants too!",Positive,Positive
The audio tour was fantastic.,None,None
Amazing place to be alone or with friends and family or just to go for a walk or meditate.,Positive,Positive
"Had a great experience visiting the statue. Security is tight, and you will go through it multiple times if you are going inside. You will need to take off coats, belts, etc- so be prepared. Once inside you are free to take your time to explore the grounds and museum. Very interesting history, and beautiful views. A must do experience!",Positive,Positive
"If I could give it 6 flags, I would",Positive,Positive
They have a perfect location for working out. There steps provide a challenge which will get you a great workout.,None,None
I love this park cause of so many entertainment and people but one thing they need is nearby bathrooms cause if we(the people) all eat and drink we need to pee right?( just being honest here) so please update to nearby bathrooms .,None,Negative
Really nice view. Affordable and a lot of value for your money.,None,None
"This dog run has been completely redone, after being closed for about a year. Now there are side by side runs, one for small dogs and one for large dogs. There are large areas of Astroturf and gravel with areas of fresh grass also. Water stations with hoses and water bottle refill. Really nice setup here.",Positive,Positive
It was my first pick to visit in newyork. The Statue of Liberty is in a island you have ferries from Newyork and New Jersey. According to history it was gift from France. And it’s seen as a symbol of welcome to immigrants. The ferry ride takes you to ellis island where the immigration museum was present. And then you can hop in and hop off the ferries . As per the COVID restrictions I was not able to go inside the statue or crown. But from the outside managed to click some wonderful pics. Ticking my bucket list. And in the ferry you ll get a wonderful view of Newyork’s time line .,None,None
Sometimes it's a little bit dirty but in summer and spring is a good place to play with your kids,Negative,Positive
"Farmer's market every MWFSa. Fruit, vegetables, meat, cheese, fish, herbs, potted plants, honey, maple syrup, liquor, all produced within a few hours' drive of NYC.",None,None
"They always have markets around here, and theres a doggo park nearby too, what's not to like?",Positive,Positive
"Deep and dark and dignified, fittingly sombre and respectful",None,None
Must visit when in New York. The view of the NY skyline from the island are just amazing.,None,None
"Casual place to hang out, meet up with friends or people, and just a central hub for events to happen or take place depending on the seasons.",None,None
Few of the gas attendants are nice but the mechanics are snotty and have attitudes. Don't want to do inspections because they aren't worth their time I guess. Literally It was like how dare I bother them from doing nothing cause the guy was literally kicked back with his feet up. Went there 3 times and each time it was an excuse to get a motorcycle inspection. They take less than 4 minutes to do. I won't go there again Un professional in my opinion. Oh I also took a car there one to get an inspection and yeah you guessed it they soaked me for a horn but I was like lemme give them a shot their a neighborhood gas station yeah that was a mistake horn died less than a weeek. I should have never went back after that but I tried bringing my bike business to them and they have failed at that too. Typical Staten Island I'm done with this place don't go there. Trust me.,Negative,Negative
"Very beautiful buildings, very imposing ...",None,None
"Tennis courts, racquet wall, skatepark",None,None
It dies have water and pleasant,None,Positive
"This place is beautiful, I always walk pass this park and can never help but to stay and observe for a bit because it's everything good. I see people from all walks of life enjoying this magical place that located just beneath the Brooklyn bridge. How much better could it get then that. All are always welcome.",Positive,Positive
A place for shopping and entertainment. There is also a free market for minerals on weekends.,None,None
Super place to spend in summer,None,None
"Welcome to Liberty Luxe and Liberty Green, beautifully set against the backdrop of Battery Park City’s breathtaking gardens, landmarks, parks, recreation, and the storied Hudson River Promenade. These two magnificent new Green residences are changing the definition of sustainable New York luxury rental living forever. They have achieved LEED Gold standards, the environmental responsibility is apparent throughout the design, materials, systems and amenities. Liberty Luxe and Liberty Green offer the ultimate in sophistication and service, including fully-attended lobbies, spacious, beautifully designed homes, top finishes, panoramic city and river views, and coveted social and recreational amenities. Discover our complimentary resident only fitness center today!",Positive,Positive
"Well I said it is only ok because we all know this is one of those tourist traps. It costs quite a bit and you wait a long time for the ferries. With that said, I still booked to go, make sure you book early and in advance. I did the crown tour as well and had to book about 4 months in advance and even then, many of the time slots were already sold out. The crown tour, isn't much of a tour, you just have to be able to walk up a relatively small space to the top by yourself, but it was a really cool view from there. Unfortunately, not good for taking photos.",None,None
Great place to run track and swim. My only gripe is that it's a bit away from home.,Positive,Positive
"Very pretty park. Nice to sit and people watch. Especially the beautiful couples that are getting married. There are plenty of benches, street vendors and a fountain.",None,None
Good place to know history.,None,None
Very very nice and pleasant a complete change I love it,Positive,Positive
Inexpensive gas! Great customer service. They only take cash only. No credit cards or debit card.,None,None
The place smells bad I suggest u go inside the golf course they have a bar and tables and some picky food it's nice u feel like ur in the country when u sit on the outside tables they have restroomsI don't know yes they do,Negative,Negative
Good prices most of the time. Open 24/7. Check other stations sporadically,None,None
"Great ambience, but employees are really rude",None,Negative
"This elegant carousel sits between the Brooklyn and Manhattan bridges alongside of the East River. It is an original piece from Idora Park in Ohio. It was made in 1922 during the prime time of the American Carousel's. It was eventually purchased and restored; and blessed our beautiful city in 2011. The vintage look and feel of this carousel is what makes it unique in my opinion. You are not riding cheap plastic horses as we are used to seeing in carnivals and fairs. You are riding an original wood carvings (restored of course). I also appreciate the glass structure that surrounds this masterpiece to preserve it's beauty; especially when the hard rain or snow storms come in. It is open year round. Tickets are $2 a ride for people ages 4 and up. Ages 3 and under or (under 42"" tall) ride for free if accompanied by a paying adult. They do offer special group packages as well. If you have kids, this is definitely something you need to bring them to see and do. If you don't have kids, remember that you are never too old to ride a merry-go-round!",Positive,Positive
"If you don't have kids, bring friends with kids. It's fun.",None,None
The prices for gas is reasonable.,None,None
"Always can find parking .. beautiful park best for hanging out with family, friends,or lovers for any occasion.",Positive,Positive
Good gas station with where you can wash your car,Positive,Positive
